City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Bluff,NZ,-46.6,168.3333,52.27,75,31,11.5,scattered clouds
1,Kapaa,US,22.0752,-159.319,80.58,84,40,8.05,moderate rain
2,Gat,IL,31.61,34.7642,82.78,100,0,4.59,clear sky
3,Inhambane,MZ,-23.865,35.3833,60.78,100,20,3.44,fog
4,Lufilufi,WS,-13.8745,-171.5986,80.38,69,25,13.76,scattered clouds
5,Dikson,RU,73.5069,80.5464,41.95,99,100,10.78,overcast clouds
6,Komsomolskiy,UZ,40.4272,71.7189,93.99,18,0,8.01,clear sky
7,Olafsvik,IS,64.8945,-23.7142,52.43,94,100,9.86,overcast clouds
8,Provideniya,RU,64.3833,-173.3,49.08,71,48,12.46,scattered clouds
9,Xuanzhou,CN,30.9525,118.7553,100.36,41,37,3.47,scattered clouds
10,Ushuaia,AR,-54.8,-68.3,33.46,86,0,4.61,clear sky
11,Kendari,ID,-3.945,122.4989,85.14,59,99,5.35,heavy intensity rain
12,Hithadhoo,MV,-0.6,73.0833,82.6,72,78,11.07,broken clouds
13,Rikitea,PF,-23.1203,-134.9692,70.48,59,76,16.37,broken clouds
14,Hobart,AU,-42.8794,147.3294,49.26,75,20,10.36,few clouds
15,Biak,ID,-0.9131,122.8766,73.4,94,100,1.59,overcast clouds
16,Punta Arenas,CL,-53.15,-70.9167,35.71,87,0,5.75,clear sky
17,Arvin,US,35.2091,-118.8284,85.01,53,24,2.82,few clouds
18,Christchurch,NZ,-43.5333,172.6333,53.8,94,75,4.61,light rain
19,Miandrivazo,MG,-19.5167,45.4667,74.3,49,1,0.94,clear sky
20,Avarua,CK,-21.2078,-159.775,73.45,73,75,6.91,broken clouds
21,Hilo,US,19.7297,-155.09,80.28,96,100,8.05,heavy intensity rain
22,Guerrero Negro,MX,27.9769,-114.0611,71.19,87,23,11.36,few clouds
23,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,72.73,86,55,5.44,broken clouds
24,Danshui,CN,22.7984,114.4672,88.59,65,47,9.15,scattered clouds
25,Thompson,CA,55.7435,-97.8558,46.56,93,100,14.97,overcast clouds
26,Bom Jesus,BR,-9.0744,-44.3586,73.47,56,68,4.12,broken clouds
27,Gravdal,NO,68.1214,13.5031,52.0,90,100,26.13,light rain
28,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.45,84,1,13.33,clear sky
29,Isangel,VU,-19.55,169.2667,77.41,77,45,8.14,scattered clouds
30,Caravelas,BR,-17.7125,-39.2481,70.61,85,13,8.1,few clouds
31,Xining,CN,36.6167,101.7667,80.8,50,48,4.94,scattered clouds
32,Batagay-Alyta,RU,67.8006,130.4114,45.3,93,100,4.85,moderate rain
33,Codrington,AU,-38.2667,141.9667,54.77,74,65,8.01,broken clouds
34,Yulara,AU,-25.2406,130.9889,64.62,19,0,5.93,clear sky
35,Bontang,ID,0.1333,117.5,82.96,75,72,8.05,heavy intensity rain
36,Teeli,RU,51.0333,90.2333,70.14,32,2,5.82,clear sky
37,Hovd,MN,48.0056,91.6419,68.99,38,40,9.64,scattered clouds
38,Roald,NO,62.5833,6.1333,54.75,87,75,11.5,broken clouds
39,La Ronge,CA,55.1001,-105.2842,50.22,87,20,5.75,few clouds
40,Qaanaaq,GL,77.484,-69.3632,35.64,65,38,4.85,scattered clouds
41,Albany,US,42.6001,-73.9662,73.81,90,82,2.77,broken clouds
42,Torbay,CA,47.6666,-52.7314,67.57,92,100,21.85,overcast clouds
43,Busselton,AU,-33.65,115.3333,58.96,64,99,15.39,overcast clouds
44,Cabo San Lucas,MX,22.8909,-109.9124,87.62,72,77,8.05,broken clouds
45,Grosse Pointe Park,US,42.3759,-82.9374,77.14,91,0,4.61,clear sky
46,Saint-Pierre,RE,-21.3393,55.4781,74.88,58,100,3.44,overcast clouds
47,Narsaq,GL,60.9167,-46.05,46.62,97,100,2.48,light rain
48,Saint George,US,37.1041,-113.5841,87.64,41,0,5.75,clear sky
49,Jamestown,US,42.097,-79.2353,71.71,72,0,1.01,clear sky
50,Tiarei,PF,-17.5333,-149.3333,77.02,81,66,28.95,light rain
51,Chokurdakh,RU,70.6333,147.9167,60.71,42,24,9.22,few clouds
52,Tiksi,RU,71.6872,128.8694,41.4,82,100,14.07,overcast clouds
53,Richards Bay,ZA,-28.783,32.0377,66.06,79,0,5.84,clear sky
54,Cherskiy,RU,68.75,161.3,57.49,44,100,4.76,overcast clouds
55,Avera,US,33.194,-82.5271,77.05,88,94,6.11,overcast clouds
56,Severo-Kurilsk,RU,50.6789,156.125,58.82,75,93,8.08,overcast clouds
57,Aksarka,RU,66.5606,67.7975,72.66,49,56,10.18,broken clouds
58,Ancud,CL,-41.8697,-73.8203,37.76,90,6,7.47,clear sky
59,New Norfolk,AU,-42.7826,147.0587,48.92,70,66,1.99,broken clouds
60,Qena,EG,26.1615,32.7183,92.48,25,27,6.71,scattered clouds
61,Ilo,PE,-17.6394,-71.3375,58.84,86,88,5.46,overcast clouds
62,Tasiilaq,GL,65.6145,-37.6368,41.16,72,98,6.46,overcast clouds
63,Barrow,US,71.2906,-156.7887,39.22,93,100,11.5,overcast clouds
64,Ganzhou,CN,28.8184,115.4327,96.44,47,17,10.36,few clouds
65,Vaini,TO,-21.2,-175.2,78.96,94,75,5.75,broken clouds
66,Yatou,CN,37.15,122.3833,92.07,62,56,5.88,broken clouds
67,Mataura,NZ,-46.1927,168.8643,47.66,83,39,3.09,light rain
68,Bilibino,RU,68.0546,166.4372,52.11,54,96,8.1,overcast clouds
69,Floreffe,BE,50.4347,4.7585,57.42,71,59,5.93,broken clouds
70,Ribeira Grande,PT,38.5167,-28.7,74.95,83,73,12.46,broken clouds
71,Mosquera,CO,4.7059,-74.2302,53.69,94,100,0.0,heavy intensity rain
72,Teahupoo,PF,-17.8333,-149.2667,71.56,80,97,27.13,light rain
73,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,92,100,7.7,light rain
74,Yellowknife,CA,62.456,-114.3525,55.92,71,20,5.75,few clouds
75,Upernavik,GL,72.7868,-56.1549,39.87,94,89,5.44,overcast clouds
76,Karratha,AU,-20.7377,116.8463,76.41,25,0,13.02,clear sky
77,Alofi,NU,-19.0595,-169.9187,75.09,88,100,12.66,overcast clouds
78,Oum Hadjer,TD,13.2954,19.6966,77.56,74,91,10.65,overcast clouds
79,Cairns,AU,-16.9167,145.7667,93.07,72,48,5.75,scattered clouds
80,Charters Towers,AU,-20.1,146.2667,86.4,40,4,8.5,clear sky
81,Bredasdorp,ZA,-34.5322,20.0403,53.26,87,99,4.43,overcast clouds
82,Bundaberg,AU,-24.85,152.35,64.22,94,99,1.99,overcast clouds
83,Chuy,UY,-33.6971,-53.4616,43.54,91,3,2.98,clear sky
84,Luderitz,NA,-26.6481,15.1594,60.82,48,88,4.5,overcast clouds
85,Port Elizabeth,ZA,-33.918,25.5701,52.32,87,0,6.91,clear sky
86,San Policarpo,PH,12.1791,125.5072,81.7,82,100,8.37,overcast clouds
87,Tirumullaivasal,IN,11.2333,79.8333,87.85,55,99,19.15,overcast clouds
88,Vuktyl,RU,63.8567,57.3094,77.92,49,92,6.91,overcast clouds
89,Bayan,CN,46.0833,127.4,84.29,51,2,8.61,clear sky
90,Bernburg,DE,51.8,11.7333,60.39,68,76,9.31,broken clouds
91,Khatanga,RU,71.9667,102.5,67.89,58,43,9.04,light rain
92,Kruisfontein,ZA,-34.0033,24.7314,51.42,79,53,6.73,broken clouds
93,Dubuque,US,42.4833,-90.8668,73.99,93,0,6.91,clear sky
94,Saskylakh,RU,71.9167,114.0833,64.99,39,6,9.62,clear sky
95,Mahebourg,MU,-20.4081,57.7,75.25,78,20,3.44,few clouds
96,Dillon,US,34.4166,-79.3712,77.11,93,65,4.76,broken clouds
97,Sobradinho,BR,-12.8333,-39.1,66.0,92,38,1.97,scattered clouds
98,Geraldton,AU,-28.7667,114.6,64.81,52,1,9.22,clear sky
99,Cabedelo,BR,-6.9811,-34.8339,70.47,85,15,10.56,few clouds
100,Kloulklubed,PW,7.0419,134.2556,86.5,75,95,10.85,overcast clouds
101,Saint-Joseph,RE,-21.3667,55.6167,73.78,60,5,4.0,clear sky
102,Scottsbluff,US,41.8666,-103.6672,77.29,63,75,8.05,light rain
103,Tarakan,ID,3.3,117.6333,83.7,79,40,5.75,scattered clouds
104,Okhtyrka,UA,50.3104,34.8988,73.67,62,71,11.16,broken clouds
105,Ilulissat,GL,69.2167,-51.1,44.62,100,100,4.61,overcast clouds
106,Valparaiso,CL,-33.0393,-71.6273,53.24,87,100,1.14,moderate rain
107,Kamenka,RU,51.3223,42.7678,80.06,36,3,12.75,clear sky
108,Burgeo,CA,47.6167,-57.6152,64.02,94,77,7.47,broken clouds
109,Lorengau,PG,-2.0226,147.2712,84.22,68,36,5.21,scattered clouds
110,Mar Del Plata,AR,-38.0023,-57.5575,41.95,90,96,3.44,overcast clouds
111,Husavik,IS,66.0449,-17.3389,50.68,77,45,8.52,scattered clouds
112,Atuona,PF,-9.8,-139.0333,77.41,74,11,16.71,few clouds
113,Khorramshahr,IR,30.4397,48.1664,96.76,79,0,6.91,mist
114,Saldanha,ZA,-33.0117,17.9442,48.25,90,1,12.24,clear sky
115,Longyearbyen,SJ,78.2186,15.6401,49.84,76,75,8.05,broken clouds
116,Osorio,BR,-29.8867,-50.2697,45.19,94,6,2.42,clear sky
117,Berbera,SO,10.4396,45.0143,91.67,37,42,32.64,scattered clouds
118,Wencheng,CN,33.0559,113.7978,97.23,48,21,15.03,few clouds
119,Souillac,MU,-20.5167,57.5167,71.98,78,20,3.44,few clouds
120,East London,ZA,-33.0153,27.9116,58.14,77,20,9.22,few clouds
121,Zhuji,CN,29.7188,120.2423,102.74,38,63,2.33,broken clouds
122,Mapiripan,CO,2.8892,-72.1256,71.76,99,100,3.09,light rain
123,Ukiah,US,39.1502,-123.2078,66.36,96,13,1.9,few clouds
124,Waipawa,NZ,-41.4122,175.5153,55.47,75,100,15.59,moderate rain
125,Tuktoyaktuk,CA,69.4541,-133.0374,66.2,68,75,8.05,broken clouds
126,Atambua,ID,-9.1061,124.8925,81.12,64,49,3.78,scattered clouds
127,Atar,MR,20.5169,-13.0499,84.97,48,4,3.47,clear sky
128,Port Hardy,CA,50.6996,-127.4199,59.18,77,20,8.05,few clouds
129,Mount Isa,AU,-20.7333,139.5,78.57,27,23,8.05,few clouds
130,Hermanus,ZA,-34.4187,19.2345,53.8,82,98,10.76,overcast clouds
131,Hirara,JP,24.8,125.2833,89.46,70,75,11.5,broken clouds
132,Batemans Bay,AU,-35.7167,150.1833,60.1,49,47,8.93,scattered clouds
133,Dashitou,CN,43.3067,128.5114,84.67,52,48,8.81,scattered clouds
134,Tiznit,MA,29.5833,-9.5,81.1,25,46,3.51,scattered clouds
135,Huarmey,PE,-10.0681,-78.1522,62.29,84,66,9.51,broken clouds
136,Fortuna,US,40.5982,-124.1573,61.36,86,33,1.28,scattered clouds
137,Seoul,KR,37.5683,126.9778,90.79,76,100,4.61,mist
138,Anadyr,RU,64.75,177.4833,59.5,54,0,13.42,clear sky
139,Port Alfred,ZA,-33.5906,26.891,53.19,89,69,1.01,broken clouds
140,Bambous Virieux,MU,-20.3428,57.7575,75.22,78,20,3.44,few clouds
141,Ulladulla,AU,-35.35,150.4667,61.7,57,41,14.12,scattered clouds
142,Saint-Philippe,RE,-21.3585,55.7679,74.79,66,10,9.78,clear sky
143,Vao,NC,-22.6667,167.4833,73.47,82,16,9.64,few clouds
144,Brynmawr,GB,51.8,-3.1833,50.29,76,37,4.23,scattered clouds
145,Soroti,UG,1.7146,33.6111,73.99,63,90,4.09,light rain
146,Singaparna,ID,-7.3515,108.111,86.43,44,82,5.77,broken clouds
147,Samarai,PG,-10.6167,150.6667,81.23,82,72,12.37,broken clouds
148,Nhulunbuy,AU,-12.2333,136.7667,86.61,54,56,12.66,broken clouds
149,Sinnamary,GF,5.3833,-52.95,76.08,87,7,7.14,clear sky
150,Juneau,US,58.3019,-134.4197,55.85,97,100,18.41,heavy intensity rain
151,Cervo,ES,43.6702,-7.4101,66.6,80,93,17.69,overcast clouds
152,Iqaluit,CA,63.7506,-68.5145,42.53,93,100,3.44,light rain
153,San Patricio,US,28.017,-97.5169,84.09,68,100,12.71,overcast clouds
154,Merritt Island,US,28.5392,-80.672,84.09,83,0,0.0,clear sky
155,Roebourne,AU,-20.7833,117.1333,76.62,26,0,11.21,clear sky
156,San Vicente,AR,-26.6167,-54.1333,45.81,92,20,2.91,few clouds
157,Tateyama,JP,34.9833,139.8667,78.76,72,100,8.12,overcast clouds
158,Sept-Iles,CA,50.2001,-66.3821,60.8,79,0,3.44,clear sky
159,Kalaleh,IR,37.3807,55.4916,85.6,58,20,6.91,few clouds
160,Krasnoselkup,RU,65.7,82.4667,70.14,49,51,7.78,broken clouds
161,Haines Junction,CA,60.7522,-137.5108,57.15,62,100,9.22,overcast clouds
162,Urucara,BR,-2.5364,-57.76,73.18,81,12,2.13,few clouds
163,San Quintin,MX,30.4833,-115.95,70.63,89,23,12.55,few clouds
164,Kodiak,US,57.79,-152.4072,62.11,48,20,10.36,few clouds
165,Puerto Ayora,EC,-0.7393,-90.3518,69.55,93,79,8.01,broken clouds
166,Sibenik,HR,43.7272,15.9058,82.06,42,0,3.6,clear sky
167,Maues,BR,-3.3836,-57.7186,71.17,92,13,2.62,few clouds
168,Georgetown,MY,5.4112,100.3354,89.53,66,20,9.22,few clouds
169,Balingasay,PH,16.3573,119.8564,81.97,78,100,10.2,moderate rain
170,Bambanglipuro,ID,-7.95,110.2833,83.19,66,20,11.95,few clouds
171,Canar,EC,-2.55,-78.9333,48.24,92,95,3.58,light rain
172,Seguela,CI,7.9611,-6.6731,70.52,89,97,4.68,overcast clouds
173,Padang,ID,-0.9492,100.3543,87.85,65,21,5.37,few clouds
174,Golden,US,39.7555,-105.2211,77.2,51,0,4.61,clear sky
175,Swift Current,CA,50.2834,-107.8014,54.41,71,100,8.05,overcast clouds
176,Pangnirtung,CA,66.1451,-65.7125,43.14,93,100,1.05,overcast clouds
177,Vestmannaeyjar,IS,63.4427,-20.2734,52.99,94,100,10.25,overcast clouds
178,Astoria,US,46.1879,-123.8313,57.56,89,0,4.61,clear sky
179,Yeppoon,AU,-23.1333,150.7333,74.98,78,64,1.68,broken clouds
180,San Jose,US,37.3394,-121.895,67.78,77,20,9.22,few clouds
181,Dongying,CN,37.4564,118.4856,98.64,46,78,7.09,broken clouds
182,Toamasina,MG,-18.1667,49.3833,66.2,94,20,0.0,few clouds
183,Ternate,ID,0.8,127.4,82.2,75,97,4.38,overcast clouds
184,Tuatapere,NZ,-46.1333,167.6833,50.02,85,38,5.06,scattered clouds
185,Port Lincoln,AU,-34.7333,135.8667,56.26,63,59,15.57,light rain
186,Mingyue,CN,43.1069,128.9217,89.71,35,56,7.45,broken clouds
187,Vardo,NO,70.3705,31.1107,51.78,87,75,3.44,broken clouds
188,Airai,TL,-8.9266,125.4092,69.8,68,48,2.91,scattered clouds
189,Necochea,AR,-38.5473,-58.7368,39.94,80,63,8.19,broken clouds
190,Lyuban,BY,52.7985,28.0048,72.63,74,5,8.05,clear sky
191,Butaritari,KI,3.0707,172.7902,82.44,75,99,13.35,light rain
192,Chicama,PE,-7.8447,-79.1469,62.65,85,96,4.34,overcast clouds
193,Masvingo,ZW,-20.0637,30.8277,67.15,35,0,4.61,clear sky
194,Lixourion,GR,38.2019,20.4314,80.6,78,40,4.61,scattered clouds
195,Dingle,PH,10.9995,122.6711,85.39,72,94,7.18,overcast clouds
196,Cape Town,ZA,-33.9258,18.4232,55.9,89,20,16.11,few clouds
197,Save,BJ,8.0425,2.486,68.02,91,55,3.69,broken clouds
198,Tura,IN,25.5198,90.2201,80.85,83,100,1.52,overcast clouds
199,Nanortalik,GL,60.1432,-45.2371,45.43,97,100,4.03,overcast clouds
200,Meadow Lake,US,34.8014,-106.5436,78.28,55,88,3.51,overcast clouds
201,Matamoros,MX,25.5333,-103.25,78.01,36,37,6.15,scattered clouds
202,Bubaque,GW,11.2833,-15.8333,79.97,81,100,11.7,overcast clouds
203,Baltiysk,RU,54.6538,19.911,65.16,67,100,16.58,overcast clouds
204,Palafrugell,ES,41.9174,3.1631,80.71,62,1,4.0,clear sky
205,Balakhninskiy,RU,58.0106,114.2769,60.42,72,93,7.29,light rain
206,San Carlos De Bariloche,AR,-41.1456,-71.3082,33.55,80,100,9.22,light snow
207,Bengkulu,ID,-3.8004,102.2655,83.61,64,7,6.04,clear sky
208,Aykhal,RU,66.0,111.5,50.97,82,100,31.41,moderate rain
209,Egvekinot,RU,66.3167,-179.1667,51.58,49,72,19.73,broken clouds
210,Alihe,CN,50.5667,123.7167,84.94,28,7,7.85,clear sky
211,Norman Wells,CA,65.282,-126.8329,75.24,43,75,8.05,broken clouds
212,General Roca,AR,-39.0333,-67.5833,41.63,84,100,11.9,light rain
213,El Alto,PE,-4.2714,-81.2147,64.69,74,93,11.59,overcast clouds
214,Flinders,AU,-34.5833,150.8552,61.88,58,25,15.55,scattered clouds
215,Kirkwall,GB,58.9848,-2.9587,53.65,87,75,10.36,broken clouds
216,Katsuura,JP,35.1333,140.3,77.92,73,98,7.16,overcast clouds
217,Ketchikan,US,55.3422,-131.6461,61.27,82,100,5.75,overcast clouds
218,Fairview,US,40.8126,-73.999,80.42,72,0,11.5,clear sky
219,Mbandaka,CD,0.0487,18.2603,71.19,90,41,3.11,light rain
220,Miechow,PL,50.3565,20.0279,72.91,82,95,16.73,overcast clouds
221,Sfantu Gheorghe,RO,45.8667,25.7833,76.86,55,11,1.86,few clouds
222,Te Anau,NZ,-45.4167,167.7167,46.51,91,47,3.49,scattered clouds
223,Kaeo,NZ,-35.1,173.7833,59.32,84,70,6.55,broken clouds
224,Qostanay,KZ,53.1667,63.5833,80.89,36,0,11.18,clear sky
225,Umm Lajj,SA,25.0213,37.2685,88.79,66,73,3.94,broken clouds
226,Saint Anthony,US,45.0205,-93.218,79.18,74,0,11.5,clear sky
227,La Rioja,ES,42.25,-2.5,55.18,89,47,2.13,scattered clouds
228,Lompoc,US,34.6391,-120.4579,63.79,89,100,10.0,mist
229,Tambopata,PE,-12.7333,-69.1833,70.34,100,89,1.5,overcast clouds
230,Vangaindrano,MG,-23.35,47.6,69.53,76,1,5.44,clear sky
231,Parana,AR,-31.732,-60.5238,50.56,85,55,6.91,broken clouds
232,Nikolskoye,RU,59.7035,30.7861,79.72,64,72,9.93,broken clouds
233,Avezzano,IT,42.0402,13.4388,75.18,52,19,0.58,few clouds
234,Kristiinankaupunki,FI,62.2743,21.376,61.84,96,100,10.49,overcast clouds
235,High Level,CA,58.5169,-117.136,60.91,77,0,2.3,clear sky
236,Hay River,CA,60.8156,-115.7999,62.58,45,75,10.36,broken clouds
237,Juegang,CN,32.3174,121.1855,95.13,57,77,2.95,broken clouds
238,Vilyuysk,RU,63.7553,121.6247,55.71,77,100,7.7,overcast clouds
239,Pinawa,CA,50.1489,-95.8811,65.73,55,98,9.73,overcast clouds
240,Arraial Do Cabo,BR,-22.9661,-42.0278,69.66,80,71,16.96,broken clouds
241,Mocuba,MZ,-16.8392,36.9856,68.72,79,22,3.13,few clouds
242,El Dorado,US,38.7666,-120.5177,69.17,77,100,1.99,overcast clouds
243,Sitka,US,57.0531,-135.33,60.69,82,100,3.44,light rain
244,Krasnaya Gora,RU,52.9995,31.6023,72.23,69,1,7.54,clear sky
245,Chifeng,CN,42.2683,118.9636,94.53,26,78,5.06,broken clouds
246,Shingu,JP,33.7333,135.9833,84.02,75,76,6.64,broken clouds
247,Malanje,AO,-9.5402,16.341,62.22,69,69,1.92,broken clouds
248,Lloydminster,CA,53.2835,-110.0016,48.42,87,0,9.22,clear sky
249,Adrar,MR,20.5022,-10.0711,90.28,33,34,11.77,scattered clouds
250,Rawson,AR,-43.3002,-65.1023,39.52,82,54,13.27,broken clouds
251,Dong Xoai,VN,11.5333,106.9167,82.18,77,100,8.08,overcast clouds
252,Castro,BR,-24.7911,-50.0119,52.43,93,27,7.36,scattered clouds
253,Stara Synyava,UA,49.6032,27.6191,73.15,66,0,7.31,clear sky
254,Cidreira,BR,-30.1811,-50.2056,49.35,81,5,4.52,clear sky
255,Balsas,BR,-7.5325,-46.0356,73.99,64,42,4.0,scattered clouds
256,Carnarvon,AU,-24.8667,113.6333,69.08,37,0,7.05,clear sky
257,Constitucion,CL,-35.3333,-72.4167,52.52,93,100,2.66,overcast clouds
258,Moose Factory,CA,51.2585,-80.6094,73.4,60,100,14.97,overcast clouds
259,Coquimbo,CL,-29.9533,-71.3436,51.53,93,0,2.3,clear sky
260,Sayyan,YE,15.1718,44.3244,64.8,59,84,1.28,broken clouds
261,Newton,US,42.337,-71.2092,76.05,89,0,3.44,clear sky
262,Klaksvik,FO,62.2266,-6.589,50.92,89,67,11.36,broken clouds
263,Raudeberg,NO,61.9875,5.1352,50.67,61,100,10.45,overcast clouds
264,Road Town,VG,18.4167,-64.6167,82.49,77,41,21.61,scattered clouds
265,Veraval,IN,20.9,70.3667,84.65,73,98,7.14,overcast clouds
266,Bathsheba,BB,13.2167,-59.5167,80.06,93,20,5.75,few clouds
267,Lerwick,GB,60.1545,-1.1494,53.6,78,21,11.34,few clouds
268,Svetlogorsk,BY,52.6333,29.7333,72.9,67,3,6.13,clear sky
269,Xochistlahuaca,MX,16.7833,-98.25,72.68,96,100,2.95,overcast clouds
270,Pinyug,RU,60.251,47.7842,75.94,56,7,2.95,clear sky
271,Laguna,US,38.421,-121.4238,75.45,74,0,12.66,clear sky
272,Port Macquarie,AU,-31.4333,152.9167,69.89,42,3,8.39,clear sky
273,Come,BJ,6.4076,1.882,70.88,92,67,5.53,broken clouds
274,Hauterive,FR,46.0901,3.4459,66.96,71,0,2.55,clear sky
275,Pampas,PE,-12.4,-74.9,46.0,83,99,2.86,overcast clouds
276,Ibi,ES,38.6253,-0.5723,69.93,45,0,2.8,clear sky
277,Faanui,PF,-16.4833,-151.75,77.04,79,52,23.44,moderate rain
278,Nantucket,US,41.2835,-70.0995,78.91,94,20,4.61,mist
279,Borogontsy,RU,62.6683,131.1683,73.35,58,100,10.22,overcast clouds
280,Lesnoy,RU,57.6198,63.0784,77.32,49,23,5.68,few clouds
281,Guarapari,BR,-20.6667,-40.4975,72.9,85,29,14.92,scattered clouds
282,Rohnert Park,US,38.3396,-122.7011,64.67,77,100,8.05,overcast clouds
283,Ko Samui,TH,9.5357,99.9357,89.51,58,20,8.05,few clouds
284,Tripoli,LY,32.8752,13.1875,80.38,60,0,8.14,clear sky
285,Nome,US,64.5011,-165.4064,48.27,71,100,14.97,overcast clouds
286,Bethel,US,41.3712,-73.414,76.91,92,0,0.0,clear sky
287,Boueni,YT,-12.9025,45.0761,78.78,68,1,16.49,clear sky
288,Kutum,SD,14.2,24.6667,76.93,58,98,9.66,overcast clouds
289,Erenhot,CN,43.6475,111.9767,87.94,28,85,6.08,overcast clouds
290,Salalah,OM,17.0151,54.0924,77.83,90,100,8.21,overcast clouds
291,Talnakh,RU,69.4865,88.3972,61.21,85,97,3.76,light rain
292,Evensk,RU,61.95,159.2333,52.81,98,100,4.9,overcast clouds
293,Krasnogorsk,RU,55.8225,37.3181,75.54,64,0,8.95,clear sky
294,Santa Cruz,BO,-17.8,-63.1667,63.86,77,75,4.61,broken clouds
295,Santa Isabel,BR,-23.3156,-46.2214,58.3,93,92,3.83,overcast clouds
296,Kananga,CD,-5.8958,22.4178,74.82,34,70,3.65,broken clouds
297,Wharton,US,29.3116,-96.1027,77.99,78,0,0.0,clear sky
298,Manokwari,ID,-0.8667,134.0833,83.55,65,94,6.4,overcast clouds
299,Champerico,GT,14.3,-91.9167,79.72,82,78,3.87,broken clouds
300,Tenabo,MX,20.05,-90.2333,73.98,81,42,3.27,scattered clouds
301,Pucallpa,PE,-8.3791,-74.5539,71.35,98,100,1.19,overcast clouds
302,Morros,BR,-9.4467,-46.3003,75.88,55,79,2.13,broken clouds
303,Lyubech,UA,51.7026,30.6569,73.06,67,0,7.25,clear sky
304,Chateauroux,FR,46.8167,1.7,59.0,72,0,9.22,clear sky
305,Beringovskiy,RU,63.05,179.3167,54.86,66,85,7.07,overcast clouds
306,Vostok,RU,46.4856,135.8833,74.82,77,100,6.11,overcast clouds
307,Honiara,SB,-9.4333,159.95,82.69,77,94,7.47,overcast clouds
308,Ashcroft,CA,50.7165,-121.2859,59.49,74,43,2.82,scattered clouds
309,Grand Gaube,MU,-20.0064,57.6608,75.38,54,9,5.99,clear sky
310,Teguldet,RU,57.3064,88.1667,73.72,35,56,4.94,broken clouds
311,Marsa Matruh,EG,31.3525,27.2453,77.2,78,20,9.22,few clouds
312,Hasaki,JP,35.7333,140.8333,81.28,71,100,6.93,overcast clouds
313,Clyde River,CA,70.4692,-68.5914,37.63,100,100,19.57,mist
314,Sumbe,AO,-11.2061,13.8437,67.84,82,84,3.31,broken clouds
315,Kaitangata,NZ,-46.2817,169.8464,49.33,89,82,5.03,light rain
316,Taoudenni,ML,22.6783,-3.9836,96.06,21,51,7.87,broken clouds
317,Grindavik,IS,63.8424,-22.4338,55.35,100,100,6.91,fog
318,Opuwo,NA,-18.0607,13.84,62.02,45,0,5.79,clear sky
319,Dhandhuka,IN,22.3667,71.9833,88.02,64,81,5.64,broken clouds
320,Shaunavon,CA,49.6501,-108.4181,47.98,80,21,7.02,few clouds
321,Meulaboh,ID,4.1363,96.1285,84.85,62,75,3.76,broken clouds
322,Karlshamn,SE,56.1706,14.8619,55.89,65,6,15.01,clear sky
323,Scituate,US,42.1959,-70.7259,76.46,95,0,4.61,clear sky
324,South Sioux City,US,42.4739,-96.4136,80.2,69,76,13.0,broken clouds
325,Ginir,ET,7.1333,40.7,63.41,63,70,10.85,broken clouds
326,Ranong,TH,9.9658,98.6348,87.73,72,82,16.11,broken clouds
327,Najran,SA,17.4924,44.1277,81.25,47,100,5.01,overcast clouds
328,Odweyne,SO,9.4092,45.064,75.74,46,11,24.38,few clouds
329,Aksu,CN,41.1231,80.2644,67.53,73,100,7.34,overcast clouds
330,Parksville,CA,49.3163,-124.3195,69.44,78,0,12.66,clear sky
331,Luban,PL,51.1201,15.2877,59.77,91,100,7.94,light rain
332,Gwanda,ZW,-20.9333,29.0,66.13,37,0,7.65,clear sky
333,Aasiaat,GL,68.7098,-52.8699,39.22,95,100,8.48,overcast clouds
334,Araouane,ML,18.9048,-3.5265,89.19,46,27,12.93,scattered clouds
335,Nova Olimpia,BR,-14.7972,-57.2881,72.14,42,62,3.13,broken clouds
336,Sao Filipe,CV,14.8961,-24.4956,77.0,81,90,4.47,overcast clouds
337,Yumen,CN,40.2833,97.2,85.96,23,96,16.49,overcast clouds
338,Blagoyevo,RU,63.3667,47.9167,77.92,48,13,6.4,few clouds
339,Monte Santo,BR,-10.4378,-39.3328,58.44,96,5,3.58,clear sky
340,Port Hedland,AU,-20.3167,118.5667,82.45,16,0,9.22,clear sky
341,Hellin,ES,38.5106,-1.701,70.02,64,1,1.07,clear sky
342,Fez,MA,34.0372,-4.9998,64.65,63,0,5.75,clear sky
343,Paamiut,GL,61.994,-49.6678,44.2,96,100,5.48,overcast clouds
344,Oussouye,SN,12.485,-16.5469,76.66,90,99,4.81,overcast clouds
345,Sitangkai,PH,4.6628,119.3928,83.61,72,84,13.67,light rain
346,Port-Gentil,GA,-0.7193,8.7815,73.36,83,40,10.36,scattered clouds
347,Colonia,DE,50.9333,6.95,58.82,79,0,2.3,clear sky
348,Bac Lieu,VN,9.285,105.7244,79.9,80,100,12.44,overcast clouds
349,Conceicao Do Araguaia,BR,-8.2578,-49.2647,74.19,78,76,3.85,broken clouds
350,Salinopolis,BR,-0.6136,-47.3561,77.9,80,5,11.45,clear sky
